,sentences,WS
2117,民間想要bnt疫苗老藍男跟塔綠班犯了同樣錯美國爸爸說了算KMT回去各種帶風向兩岸和平就有主馬8年兩岸和平不好嗎現在國民黨和平促統不會抗中啊馬英九那八年,"['民間', '想要', 'bnt', '疫苗', '老藍男', '跟', '塔綠班', '犯', '了', '同樣', '錯', '美國', '爸爸', '說', '了', '算', 'KMT', '回去', '各', '種', '帶風', '向', '兩岸', '和平', '就', '有', '主馬', '8', '年', '兩岸', '和平', '不', '好', '嗎', '現在', '國民黨', '和平', '促統', '不會', '抗中', '啊', '馬英九', '那', '八', '年']"
2118,日德國有V2彈道飛彈,"['日', '德國', '有', 'V2', '彈道', '飛彈']"
2119,不然大家媽的,"['不然', '大家媽', '的']"
2120,別人的都要不必去查注意!動起來真可怕,"['別人', '的', '都', '要不必', '去', '查', '注意', '!', '動起來', '真', '可怕']"
2121,=w你各位中共同路人切勿以訛所以槍砲彈藥管制條例什麼你館長再問就是查無不法了還在相信党的就是白癡阿,"['=w', '你', '各位', '中共', '同路人', '切勿', '以訛', '所以', '槍砲', '彈藥', '管制', '條例', '什麼', '你', '館長', '再', '問', '就', '是', '查', '無', '不法', '了', '還', '在', '相信', '党', '的', '就', '是', '白癡', '阿']"
2122,比死忠,"['比', '死忠']"
2123,陽光先生不錯陳竹昇,"['陽光', '先生', '不錯', '陳竹昇']"
2124,滾先把你的英系下架再說責任來你們就扛EE真屌黨務關你他媽總統府發言人輸不是我的事,"['滾', '先', '把', '你的', '英系', '下架', '再', '說', '責任', '來', '你們', '就', '扛', 'EE', '真', '屌', '黨務', '關', '你他媽', '總統府', '發言人', '輸', '不是', '我的', '事']"
2125,以前很愛在就自以為是的滯台支那M了,"['以前', '很', '愛', '在', '就', '自以為是', '的', '滯', '台', '支那', 'M', '了']"
2126,光頭,['光頭']
2127,這邊的神你敢嘴？台獨教父,"['這邊', '的', '神', '你', '敢', '嘴', '？', '台獨', '教父']"
2128,所以蔡其可是你現在遇到的問題不是XDDDDDDDDDDD人家是針對缺錢的,"['所以', '蔡其', '可是', '你', '現在', '遇到', '的', '問題', '不是', 'XDDDDDDDDDDD', '人家', '是', '針對', '缺', '錢', '的']"
2129,政治蔣狂噴現任,"['政治', '蔣狂噴', '現任']"
2130,塔綠以前中夭撤照前最愛檢討國柯幾年前就說過反綠媒也反館長是蠢，國昌是幼稚。第下架民進黨Ddp真的腐化太快,"['塔綠', '以前', '中夭', '撤照', '前', '最愛', '檢討', '國柯', '幾', '年', '前', '就', '說', '過', '反', '綠媒', '也', '反', '館長', '是', '蠢', '，', '國昌', '是', '幼稚', '。第', '下架', '民進黨', 'Ddp', '真的', '腐化', '太', '快']"
2131,每天都崩潰昨天說沒人跟去新竹,"['每', '天', '都', '崩潰', '昨天', '說', '沒', '人', '跟去', '新竹']"
2132,相信民進黨的,"['相信', '民進黨', '的']"
2133,取暖聯盟中共同路聯盟中國台灣市長沒毛病哪個是中共同路人1.三鄭都是中国人,"['取暖', '聯盟', '中共', '同路', '聯盟', '中國', '台灣', '市長', '沒', '毛病', '哪', '個', '是', '中共', '同路人', '1.三', '鄭', '都', '是', '中国人']"
2134,跨年在家睡覺才選總統的人給妳舞台不好嗎演都不肯演還想學人選20安寶粉氣氣氣跨年在家讀書...嘲笑論笑死選前罵無心事政停滯，亞斯超討厭社交,"['跨年', '在', '家', '睡覺', '才', '選', '總統', '的', '人', '給', '妳', '舞台', '不', '好', '嗎', '演', '都', '不肯', '演', '還', '想', '學', '人選', '20', '安寶', '粉氣', '氣氣', '跨年', '在', '家', '讀書', '.', '.', '.', '嘲笑論', '笑死', '選', '前', '罵', '無心', '事政', '停滯', '，', '亞斯超', '討厭', '社交']"
2135,但學歷馬爛歸爛，但蔡更無能，講真職業學生最爛台北市長你要說馬爛，其實也不知道哈佛博士,"['但', '學歷', '馬爛', '歸爛', '，', '但', '蔡', '更', '無能', '，', '講', '真', '職業', '學生', '最', '爛', '台北市長', '你', '要', '說', '馬爛', '，', '其實', '也', '不知道', '哈佛', '博士']"
2136,而且會大喇喇說出什只推33黃珊珊加油，藍綠都已經幫確實是阿希望33會上可惜我不是台黃珊珊加油!!我相信妳可33再不好，能力也是屌打新北仔表示羨慕=,"['而且', '會', '大喇喇', '說出', '什', '只', '推', '33', '黃珊珊', '加油', '，', '藍綠', '都', '已經', '幫', '確實', '是', '阿希望', '33', '會', '上', '可惜', '我', '不是', '台', '黃', '珊珊', '加油', '!', '!', '我', '相信', '妳', '可', '33', '再', '不', '好', '，', '能力', '也', '是', '屌打', '新北仔', '表示', '羨慕', '=']"
2137,你前面那些還有國發所陳教授跟國安局510有因為2018大敗啊斷交八國,"['你', '前面', '那些', '還', '有', '國發所', '陳', '教授', '跟', '國安局', '510', '有', '因為', '2018', '大敗', '啊', '斷交', '八國']"
2138,快可不可以真的關心一下“國會喝酒會講幹話會擋疫苗,"['快', '可不可以', '真的', '關心', '一下', '“', '國會', '喝', '酒', '會', '講', '幹話', '會', '擋', '疫苗']"
2139,地球最是這樣沒錯,"['地球', '最', '是', '這樣', '沒錯']"
2140,沒關係????,"['沒關係', '?', '?', '?', '?']"
2141,居然還有這種東西,"['居然', '還', '有', '這', '種', '東西']"
2142,科興戰士好兇喔,"['科興', '戰士', '好', '兇', '喔']"
2143,就是早就說過DPP只是包著抗5樓太好笑了，舔共不分藍國民黨又沒喊抗中保台抓到了,"['就', '是', '早', '就', '說', '過', 'DPP', '只是', '包', '著', '抗', '5樓', '太', '好笑', '了', '，', '舔共', '不', '分', '藍', '國民黨', '又', '沒', '喊', '抗中保台', '抓到', '了']"
2144,下選綠就實現黑金願望,"['下', '選', '綠', '就', '實現', '黑金', '願望']"
2145,又要被打中共同路人,"['又', '要', '被', '打中共', '同路人']"
2146,日本就準備打得贏啊,"['日本', '就', '準備', '打', '得', '贏', '啊']"
2147,我的時代終於來臨！賴清德比蔡英文還爛87倍沒你的事,"['我的', '時代', '終於', '來臨', '！', '賴清德', '比', '蔡英文', '還', '爛', '87', '倍', '沒', '你的', '事']"
2148,說謊鐘還是去吃@aaa1124078,"['說謊', '鐘', '還是', '去', '吃', '@aaa', '1124078']"
2149,哈哈哈反觀馬英九...不要亂貼！裡面有的政績都幹,"['哈', '哈哈', '反觀', '馬英九', '.', '.', '.', '不要', '亂貼', '！', '裡面', '有的', '政績', '都', '幹']"
2150,目反觀某菜反觀EE小粉綠又在裝馬迷反打蔡EE原來還有深綠馬粉？馬：不重要,"['目', '反觀', '某', '菜', '反觀', 'EE', '小', '粉綠', '又', '在', '裝馬迷', '反打', '蔡EE', '原來', '還', '有', '深綠', '馬粉', '？', '馬', '：', '不', '重要']"
2151,=騙障礙人士70這世界垃圾人真多高雄太暖了吧大家學著點,"['=', '騙', '障礙', '人士', '70', '這', '世界', '垃圾人', '真', '多', '高雄', '太', '暖', '了', '吧', '大家', '學', '著', '點']"
2152,民主進步,"['民主', '進步']"
2153,演成被拱出來如果是這兩個,"['演成', '被', '拱出來', '如果', '是', '這', '兩', '個']"
2154,dpp的再生哈佛>>>>>>>倫敦沒做事真的比做爛事好其實八卦版男神只會跪舔的傢伙他只是沒有阿扁那麼猛,"['dpp', '的', '再生', '哈佛', '>>>>>>>', '倫敦', '沒', '做', '事', '真的', '比', '做', '爛', '事', '好', '其實', '八卦版', '男神', '只', '會', '跪舔', '的', '傢伙', '他', '只是', '沒有', '阿扁', '那麼', '猛']"
2155,都不能打到哪了？老柯+dpp在新竹到底有若連在野黨都這樣,"['都', '不能', '打到', '哪', '了', '？', '老柯', '+dpp', '在', '新竹', '到底', '有若', '連', '在野黨', '都', '這樣']"
2156,上傳的論文可以低能兒又信了,"['上', '傳', '的', '論文', '可以', '低能兒', '又', '信', '了']"
2157,靠藍綠生存的太多了,"['靠', '藍綠', '生存', '的', '太多', '了']"
2158,草包等著看完美示範說了等於沒說笑死,"['草包', '等', '著', '看', '完美', '示範', '說', '了', '等於', '沒', '說笑死']"
2159,我們蔡英文是腦子有問題嗎神隱阿婆：誰理你們,"['我們', '蔡英文', '是', '腦子', '有', '問題', '嗎', '神隱', '阿婆', '：', '誰', '理', '你們']"
2160,台灣可撥笑死,"['台灣', '可', '撥', '笑死']"
2161,你才知道，跟我依樣支持習問題是就是這種個性反而容我也支持。讚讚讚白癡當越久越好敗光前會不會拉著台灣一起太平洋沒加蓋14E人口,"['你', '才', '知道', '，', '跟', '我', '依樣', '支持', '習', '問題', '是', '就', '是', '這', '種', '個性', '反而', '容', '我', '也', '支持', '。', '讚讚', '讚白癡', '當', '越', '久', '越', '好', '敗光', '前', '會不會', '拉', '著', '台灣', '一起', '太平洋', '沒', '加蓋', '14', 'E', '人口']"
2162,這是我想對EE說的之前什麼低能泡泡惠恕仁之前不是對台灣非常賴副你累了嗎中共同路人不意外侯市長根本躺著選政客的承諾跟屎一樣=,"['這', '是', '我', '想', '對', 'EE', '說', '的', '之前', '什麼', '低能', '泡泡', '惠恕仁', '之前', '不是', '對', '台灣', '非常', '賴副', '你', '累', '了', '嗎', '中共', '同路人', '不', '意外', '侯', '市長', '根本', '躺', '著', '選政客', '的', '承諾', '跟', '屎', '一樣', '=']"
2163,支持蘇光頭出來送頭要是光頭當選,"['支持', '蘇光頭', '出來', '送頭', '要是', '光頭', '當選']"
2164,還有人賣房子挺結果通篇腦補?天天用推文造謠，網軍大隊羅就館長說的那位不是可憐,"['還', '有', '人', '賣', '房子', '挺', '結果', '通篇', '腦補', '?', '天天', '用', '推文', '造謠', '，', '網軍', '大隊', '羅就', '館長', '說', '的', '那', '位', '不是', '可憐']"
2165,高端靠當然又來啊,"['高端', '靠', '當然', '又', '來', '啊']"
2166,呵呵公平啊！,"['呵呵', '公平', '啊', '！']"
2167,看看縣市長投票就都能下令拿掉初選,"['看看', '縣市長', '投票', '就', '都', '能', '下令', '拿掉', '初選']"
2168,還要德國出隆美爾義大利地點不好二戰科技樹跟法國一樣都點瘦死的駱駝比馬大,"['還', '要', '德國', '出隆', '美爾', '義大利', '地點', '不', '好', '二', '戰', '科技樹', '跟', '法國', '一樣', '都', '點', '瘦死', '的', '駱駝', '比', '馬大']"
2169,哈哈哈賺點工本費、人事費錯了嗎奇怪,"['哈', '哈', '哈', '賺', '點', '工本費', '、', '人事費', '錯', '了', '嗎', '奇怪']"
2170,都有問題好本來就是,"['都', '有', '問題', '好', '本來', '就', '是']"
2171,是這種腦袋錯亂,"['是', '這', '種', '腦袋', '錯亂']"
2172,分化,['分化']
2173,幹一堆爛事某蔡會運動嗎？好像沒看過話說如果現在id照原PO這麼捨不得換ID...笑死,"['幹', '一', '堆', '爛事', '某', '蔡', '會', '運動', '嗎', '？', '好像', '沒', '看過', '話', '說', '如果', '現在', 'id', '照', '原', 'PO', '這麼', '捨不得', '換', 'ID', '.', '.', '.', '笑死']"
2174,真的很噁心開會業務沒弄好，被罵剛好什麼都能扯到認知作戰笑死塔綠班議員棒棒!跟綠苗認真就錯了，就是個笑死也沒用，她應該還是很苗博雅搞文革,"['真的', '很', '噁心', '開會', '業務', '沒', '弄好', '，', '被', '罵', '剛好', '什麼', '都', '能', '扯到', '認知', '作戰', '笑死', '塔綠班', '議員', '棒棒', '!', '跟', '綠苗', '認真', '就', '錯', '了', '，', '就', '是', '個', '笑死', '也', '沒用', '，', '她', '應該', '還是', '很', '苗博雅', '搞', '文革']"
2175,y黑道滾出台北市讚喔笑死,"['y', '黑道', '滾出', '台北市', '讚', '喔', '笑死']"
2176,你不出來塔綠斑好像還沒針對昨天直執政黨也來辦阿治安大遊行國昌有證據應該是，17000/10民眾現在都會怕參加後變阿吱吱還在擬稿啦..昨天黃三公分大軍遊行民進黨應該要出來辦下嫁黑1.7萬人XD黨最會兩招，問A答B和冷4樓有可能喔！辦個同名字支持換人做,"['你', '不', '出來', '塔綠斑', '好像', '還', '沒', '針對', '昨天', '直執', '政黨', '也', '來', '辦', '阿治安', '大', '遊行', '國昌', '有', '證據', '應該', '是', '，', '17000/10', '民眾', '現在', '都', '會', '怕', '參加', '後', '變', '阿吱吱', '還', '在', '擬稿', '啦', '.', '.', '昨天', '黃', '三', '公分', '大軍', '遊行', '民進黨', '應該', '要', '出來', '辦', '下', '嫁', '黑', '1.7萬', '人', 'XD', '黨', '最', '會', '兩', '招', '，', '問', 'A', '答', 'B', '和', '冷', '4樓', '有', '可能', '喔', '！', '辦', '個', '同', '名字', '支持', '換人', '做']"
2177,下什麼台?皇帝不會有下台的一天,"['下', '什麼', '台', '?', '皇帝', '不會', '有', '下台', '的', '一', '天']"
2178,千看到堅持清零絕不動搖就放千古一帝,"['千', '看到', '堅持', '清零', '絕不', '動搖', '就', '放', '千古', '一帝']"
2179,才被人記仇啦廣升科大先噓，還有廣設大689快寫水母的政績來瞧蛆蛆低潮了689好辛苦喔不要再打臉了,"['才', '被', '人', '記仇', '啦', '廣升科大', '先', '噓', '，', '還', '有', '廣設', '大689', '快', '寫', '水母', '的', '政績', '來', '瞧', '蛆蛆', '低潮', '了', '689', '好', '辛苦', '喔', '不要', '再', '打臉', '了']"
2180,肉體都人家只愛江山不愛美人啊你怎麼知道他只有一個煙霧彈,"['肉體', '都', '人家', '只', '愛', '江山', '不', '愛', '美人', '啊', '你', '怎麼', '知道', '他', '只', '有', '一', '個', '煙霧彈']"
2181,還不找工蟑螂怎又崩潰了？義勇軍真的很賣命為畜生柯說作秀的,"['還', '不', '找', '工蟑螂', '怎', '又', '崩潰', '了', '？', '義勇軍', '真的', '很', '賣命為', '畜生', '柯說作秀', '的']"
2182,時中市長霸氣市長！沒答案當然一直問阿,"['時中', '市長', '霸氣', '市長', '！', '沒', '答案', '當然', '一直', '問', '阿']"
2183,再給這是對死忠的喊話，非同路現在剩不到200萬投給民進黨就是投給天道盟誰要投垃圾黨這樣啊,"['再', '給', '這', '是', '對', '死忠', '的', '喊話', '，', '非', '同路', '現在', '剩', '不', '到', '200萬', '投給', '民進黨', '就', '是', '投給', '天道盟', '誰', '要', '投', '垃圾黨', '這樣', '啊']"
2184,你現在已經是詐兩個人趕快結婚堂堂幹部怎麼可能去當車手想當首腦塔綠斑白粉：你才詐騙集團XDD,"['你', '現在', '已經', '是', '詐', '兩', '個', '人', '趕快', '結婚', '堂堂', '幹部', '怎麼', '可能', '去', '當', '車手', '想', '當', '首腦塔', '綠斑', '白粉', '：', '你', '才', '詐騙', '集團', 'XDD']"
2185,中心理念差太多不回去救時力都快倒了黃如果想要有所作為需要有民眾黨真的缺黃國昌幫柯文塔綠班很怕喔XD黃33可以往立委衝了每天直播辯論吵架柯文哲，你是要選總統還是時力基本沒救~第三勢力還黃國昌適合法務部長這兩人合不來吧,"['中心', '理念', '差', '太多', '不', '回去', '救時力', '都', '快', '倒', '了', '黃', '如果', '想要', '有所', '作為', '需要', '有', '民眾黨', '真的', '缺', '黃國昌', '幫', '柯文塔', '綠班', '很', '怕', '喔', 'XD', '黃', '33', '可以', '往', '立委', '衝', '了', '每', '天', '直播', '辯論', '吵架', '柯文哲', '，', '你', '是', '要', '選', '總統', '還是', '時力', '基本', '沒', '救', '~', '第三', '勢力', '還', '黃國昌', '適合', '法務部長', '這', '兩', '人', '合不來', '吧']"
