,sentence,label
2369,但綠不可能不派人4%幻想文我覺得蔣黃單挑，黃應該真幻想文,Offensive
2370,我絕對我再當,Non-offensive
2371,不要不信邪民進黨這次可能輸的不夠慘動起來,Non-offensive
2372,笑死,Offensive
2373,一個黨人那麼多,Non-offensive
2374,幹話聽起來只有大範圍空間魔法這是低能兒嗎？耶魯？講幹話,Non-offensive
2375,沒看過血觀炒房炒地優先推薦去看黑皮的頻道,Non-offensive
2376,不用去查台灣貪十幾億的不算貪污,Non-offensive
2377,不要四個還可以啦沒想到學姊戰力這麼強,Non-offensive
2378,減碳拉台灣確診率比人家高很多耶可以下台了啦,Non-offensive
2379,你在幻國民黨執政也不會去動疫苗不一定唷，這次某黨不講武蘇作的比林全還爛好嗎？你我沒差,Non-offensive
2380,轉手無難度，稅金跟繳手機二樓很急喔,Non-offensive
2381,都是善心民眾出資果然有出資那就提告啊~怕啥啊~DPP贊助,Non-offensive
2382,整個碾壓過去了自助餐,Non-offensive
2383,不關小英的事蔡英文沒有被架空，他就是蔡英文會被架空喔笑死開始為下台鋪路呦？沒用啦,Non-offensive
2384,一邊出這民進黨應該會藉此事去勒索又是三粒高虹安好好鍛練身體準備拍黨媒網軍很急呢造謠一條龍又來了偵查不公開？？只要有垃圾媒體的一天！畢改成這樣這要十幾億ww土城找安難道一定要有沒用的景觀工國小沒操場不知道怎麼規劃這是學校喔,Non-offensive
2385,真丟人還想用浩鼎案凹XDDDD高市長指的是邁邁嗎假新聞北檢也能辦吧幫虹衛兵說下被關的發文,Non-offensive
2386,也不會連結果自己狗民黨在演戲？側翼年齡智商484都下降綠色又翻車了塔綠斑會不會太低能,Offensive
2387,自己想想黑龍已經無招了，只能喊抗習近平稱帝關侯友宜什麼事阿你的蔡女皇咧？民調差太多了指桑罵槐?,Non-offensive
2388,幹你娘DP一直綁架一直爽功德只會空話幹話垃圾話這話術和詐騙集團有87%完全執政六年了，有穩定嗎廢材一個,Non-offensive
2389,外役監犯殺警,Non-offensive
2390,民視,Non-offensive
2391,王世堅都能準備失業吧！可憐T有人知道大菊去監察院時留監督市政對的，問題是選擇就自私政客，只想吸討厭柯無腦監督讚讚讚！非常中肯覺青被看破手腳,Non-offensive
2392,=?看來要發錢的老人不一定有悠遊卡,Non-offensive
2393,不投一定沒機會棄蔣保黃絕對不要投蔣跟陳,Non-offensive
2394,台灣人不是不在乎抄襲論就是負責幫綠畜黨洗學歷用國安局長？？暗示其他171人都可能有民進黨沒問題啦只有老師跟學生有錯也蠻奇國安局長確實有問題教不嚴，師之惰小智真的好屌,Non-offensive
2395,出門下謊話連篇去你的民進黨,Offensive
2396,變阿中當............最該辭職的人拜託行政總辭繼續反質詢臉皮也太厚，服了小菸鬥輸了屏東剩一萬了,Non-offensive
2397,是我呱吉噁心政客呱吉支持,Non-offensive
2398,就是?????讚這種狀況真難介定,Non-offensive
2399,國民如果美國說願意協防台灣大大股東有意思要換經理人了打臉在哪？哪家媒體戴這種這也沒打臉,Non-offensive
2400,還想選市長?高EQ阿中：,Non-offensive
2401,開始了穩定啥小民心？飛彈飛過去好了啦,Non-offensive
2402,出兵,Non-offensive
2403,沒什麼料還輪不到他,Non-offensive
2404,感同身受政治人物越來越蠢,Offensive
2405,廢死的看啊不就好棒棒高級反串？人權律師沒錢賺啦,Non-offensive
2406,都是重視言論自會告人民的政府判得沒錯啊？狗報不爽什麼罵人要有藝術民主燈塔，唉仇恨言論一直都可以管啊馬英九之前都沒這樣告人有政府會告人懷念馬英九時代，現在都不挖靠姓名還要公布喔我靠近電話囉關86年關到漏尿監獄裡爽爽過啊在監獄更爽,Non-offensive
2407,三小,Offensive
2408,推8000元的房租比較蠢房東太太有跟居住正義相關想租房子,Non-offensive
2409,比紅還貪腐所以民進黨提拔一個威權的好粗暴啊+龍輸20萬票內算贏語畢，哄堂大笑太魯閤49條人命現在的民進黨好像比較威權恭三小，害死那麼多人屍骨未寒民進黨講民主,Non-offensive
2410,但鬧鐘下去推,Non-offensive
2411,笑死，支持的都當完了公投公投，女的也要當，嘻至少3季吧....以前是要當二年的，當完工大學生不意外阿問抗中保台啊浪費四年讀學請勿入座學生都不知道當兵都是在做政治人物小孩都不簽下去只會講幹話，沒尬字。小看抗中保台你們要自立自強這些死忠的不支持延長又繼原來是要打仗的時候才延長明新科大表達能力是不是不說謊習慣的人，一直是中共學店仔就乖乖進去蹲好嗎功德傳道。抗中保台民調爆高,Non-offensive
2412,噁心苗博雅從以前就這樣,Non-offensive
2413,出征了金孫,Non-offensive
2414,但是景氣這樣下去gg台灣空房率世界第一,Non-offensive
2415,QQ黃瀞瑩裝窮啦,Non-offensive
2416,不殺幾個解放低能塔綠斑不是叫假的八卦還用抹？,Non-offensive
2417,呵呵...不要把原罪怪到快剪不要自介快輪到了幹嘛回家兩百初頭的平價理髮好多了會剪的理髮師假日人都很多剪1500的,Non-offensive
2418,隨便讚啦,Non-offensive
2419,這種文也沒什麼重這次的料要覺得跟母豬無關那種爆料讓人更討厭民進黨不錯喔,Non-offensive
2420,太準了完全命是這個道理死皇民滾去日本說的忠肯XXXDDD不能同意更多你把中國支那畜生放在哪看起來就跟講星座差不多而現在也是,Non-offensive
2421,等進土城嘍哈哈,Non-offensive
2422,蔣萬安這樣世間才有發揮空間啊哈哈，真的。沒關係大家多要找新主子效忠了你各位認接下來看藍綠議員玩老鷹抓藍營監督蔣？沒有，只剩護唉,Non-offensive
2423,下個月不給你怎麼沒人檢視他的論文看他你就繼續敗票到2024不要因為大家看不出來你在還在崩潰，繼續崩潰202自由是嫌民進黨輸不夠慘是消失的論文,Non-offensive
2424,我就扛重點是,Non-offensive
2425,越到選民進黨的小手段，有夠噁心看到這個噁人必噓什麼鳥標題爛的都民眾黨就對啦繼續無腦反串,Non-offensive
2426,應該休畫質太好會很難藏反正檯面做一天和尚，敲一天鐘，做應該沒人想理他了吧。100萬會以為是眼鏡太髒期末考完到畢業典禮這期間免做事，好安心上班時間上班哪裡不對了？阿北務實萬安要回歸了,Non-offensive
2427,民進看到熟悉的KMT,Non-offensive
2428,新竹虹恭喜了,Non-offensive
2429,爽啊直某進党：早上叫黑道，晚上老師加油藍綠不倒台灣不好啊真的,Non-offensive
2430,25%自己提這爛題目還怪人不去你覺得重要別人就一定覺得淪落到被貪污犯酸真可悲1到6的題目比這次題目還25%不夠低？會不會把法你該怪的是這是啥白痴公投還在崩潰?,Non-offensive
2431,好噁心剛看新聞原來要選議長喔X血流成河!只好推了優質好文推襙你的民進黨我很好奇那些爐渣米都去哪不累嗎各位諸侯台南很死忠,Non-offensive
2432,"乾脆叫世界偉人或是宇宙總4%可以先學師父開始讀習不懂永久執政的含金量嗎，這裡的馬屁真多，屁眼衣錠還有人自稱雍正咧XDDD文革有十年,",Non-offensive
2433,真的是哈們就真的啊窩不知道兩個一起下去被哈仔嗆真的可憐二創本來就灰色地帶，但是被哈仔嗆真的可憐，不過嗆塔綠班是不是都不放假整天超負荷你小心點,Non-offensive
2434,打兩劑不戴口罩是國外有數這篇釣到超多科學根據已經先被加密30後，蔡英文說有就有啦！阿北說得對天亮,Non-offensive
2435,國民黨,Non-offensive
2436,日上千人,Non-offensive
2437,膿包,Offensive
2438,你在三立民視講你要進去陪嗎？背骨明明就事實,Non-offensive
2439,切格瓦拉苦無+扶龍,Non-offensive
2440,re沖繩是要招商啥？好啦,Non-offensive
2441,哪裡好有風險就不炒了好事壞事,Non-offensive
2442,欸!,Non-offensive
2443,但馬更爛欸蔡英文比馬英九爛太多了蔡英文是史上貪污弊案最多這篇可以釣魚釣到很多14有什麼好道歉,Non-offensive
2444,難道發什麼聲？中華台北沒矮化打領導人這三個字是沒招了互稱領導人,Non-offensive
2445,可惜她雙標成這樣,Non-offensive
2446,EE都超爛好了啦,Offensive
2447,不然怎麼會變廁翼根本低能,Offensive
2448,市府訪問連好了啦~貓只會爆這種喔,Non-offensive
2449,給執政黨教在次辭有差嗎？滾離開總統遲來的正義頭號戰犯喬科,Non-offensive
2450,你自己說出了解答你有錢的話也會跟著炒房子因為別人炒有房的70%跟總不能賺自己人的錢嘛因為台灣沒這麼多人,Non-offensive
2451,公投支同意不同意也是一種選擇為八卦版賤蛆柯小雞最喜歡被早說過,Non-offensive
2452,看你們兩看推文蟑螂還是沒學到教訓側翼水準可見一斑...至少是醫學院教授比大部份太猛了吧。都不用休息一下側翼有時間可以開始看阿北看一下第二段黨主席先跑了,Non-offensive
2453,XDDD那他是誰引介入黨的？找黑道加入再請黑道離開,Non-offensive
2454,準備一下沒看稿就不會講話的網紅,Non-offensive
2455,還真以為自己多優秀如果柯文哲變成溫良恭儉讓對塔綠班效果顯著==搞兩岸一家親是台灣自找死不買中國疫苗的人哈哈哈哈哈哈周玉蔻：我吧？真的很北爛,Non-offensive
2456,我懂,Non-offensive
2457,專利的基本常識沒舔成功就不算舔,Non-offensive
2458,長大當記者,Non-offensive
2459,還認為是這些原因？,Non-offensive
2460,隔壁的人瑟一路....花田病毒加油換院長啦病毒加油啊75歲了滾病毒加油類確診而已,Non-offensive
2461,內文的這是來源據稱11/25的結果論你也信？他們的20大名單也都有被台灣大概起碼五成以上的人預測不難,Non-offensive
2462,但是蓋班班好急著護主北市追加預算起碼蓋得好,Non-offensive
2463,低能一堆就是稀奇才會上新聞因為問題出在低能的不覺得因為低學歷的沒錢讓人家騙這次的疫情也讓一堆低能官跟白畜一樣啊！沒出過社會你開心就好同意。越高越低。因為低學歷的不會被爆,Non-offensive
2464,反正有塞阿湯哥進薩克奇剪刀戰術不就是對零可以問他有沒有打到火雞嗎德國二戰前百大王牌都是百有基輔戰鬼厲害嗎美國的都普通,Non-offensive
2465,"陳明通死忠的怎樣都叫不醒的遊行+1終於有抗爭了,希望能找回817你們看看",Non-offensive
2466,北農先被,Non-offensive
2467,綠師崩潰了打新竹市民耶，好可怕嘻嘻你北新竹人啦幹,Non-offensive
2468,新來的花更沖繩畢業旅行反觀蔡ee好爽喔出國玩顆粉不是要脫這個要反觀的太多了不知道阿北務實,Non-offensive
2469,反正立委席次是怎麼舉手都贏不這臉皮真的屌沒錯！國民黨雙標打臉自己沒差啊可以笑松信的選民了吳錚可以補上了吳錚回家睡覺補眠吧基本盤的對決啊說KMT沒人才的，吳又是巧心才幾歲,Non-offensive
2470,暖心R.I.P.報應,Non-offensive
2471,管我我遇過帶一大袋青椒的吐司很容易飽,Non-offensive
2472,翻譯：我只是小弟,Non-offensive
2473,是要收押了嘻嘻,Non-offensive
2474,但在以四川表示：什麼時候輪到我神豬表示羨慕陣容是不錯正常沒奇怪的人就好李,Non-offensive
2475,不然你這種噴霧槍少用啊一個月不洗澡去他那裡道歉如果真的來出征不就自己對見怪不怪了。我替你爸擔心要出來道歉人一綠，腦堪慮會信他就是智障啊原本想買的在比價時找到他那是信仰費啦，在那邊大聲等下整串被告，不要亂發言側翼嘴臉都嘛這樣不這樣怎麼自稱死忠那是智商稅啦！給買的人補你爸會不會被叫去拉正..他會說賺中國錢買武器對抗不要污辱智障天天好扯陳沂好正問就是這商品有台灣價值為什麼88要道歉,Non-offensive
2476,不是阿北在那吳明明和賴，柯比較熟，和國民黨太弱了拉,Non-offensive
2477,連慈濟都出征,Non-offensive
2478,看那一台崩潰取暖真真心感謝四叉幫忙綠營敗票最大戰犯就四叉貓民進黨的人到底怎麼了啊=可悲屁精吃屎愛滋賤種貓動物不是人，跟牠說什麼人這咖真噁心這個人我只能給噓哈哈哈崩潰囉四叉貓不愧為民眾黨的最佳人家要去日本找岳父母了，感謝賜票,Non-offensive
2479,也只是幫黑道加說個笑話，立院多數還怕別有前科都褫奪公權吧,Non-offensive
2480,765問題沒得選,Non-offensive
2481,看吧就乏善可陳，還好賴神反應讀稿機必備故意要搞小夫昌吧被小英打殘的男人,Non-offensive
2482,寫實這個才是真實的劇本好棒的劇本，想看笑死，有這劇情我就看好像有人在臭唉乾xdxdxdxdxdx套套房東會提供還是要自己這麼好的房東要去哪裡找~這部可以啊8000有含稅？是啊，你看，那個市長是西100分靠北XD網路酸成這樣，王八千從來靠杯哈哈哈哈哈哈明明是實境秀推！這個劇情真的是峰迴路這樣拍就好看啦,Non-offensive
2483,噁心太好了不用勞改了她應該算是少數，幾年前在我們懷念他我們懷念她以對岸的競爭程度，怎麼有在美國講真話也是危險,Non-offensive
2484,的,Non-offensive
2485,夠嘴說得好像柯文哲在選一樣投蔣萬安,Non-offensive
2486,聽到我也覺得很扯要換內閣位置馬上被其他派叫什麼叫,Non-offensive
2487,林是年輕不只9萬了為了錢可以出賣自己的典範笑你不敢啦,Non-offensive
2488,六年了還要演喔,Non-offensive
2489,我的,Non-offensive
2490,"以後只能土城見了會不會改任期當武則天？更黑金嗎?不干妳的事了更有力量貪？讓你再瘋兩年,台灣要用幾吃屎執政6年害死多少人怕.jpg連任+史上最高票+國會席所以之前都在睡嗎？騙得還不夠多是嗎！還要什習母豬不虛不行黑金力量",Non-offensive
2491,天才小釣手沒人影射也會自爆,Non-offensive
2492,期待阿北解封柯文哲是,Non-offensive
2493,去找了個整天受虐的笑點是有人相信那個曾拿5郭董昔寫下「不能貪污」絕對無敵推,Non-offensive
2494,我拜統一教母選舉千萬不能選擇綠共！！政客出國，房子拋售，再叫八卦版就一堆臥底的五毛整中共最機密的情報會讓你知看八卦版網軍就知道滿成功金馬不要也罷我們也計畫拿下習近平塔綠班都在高雄、打高雄就台北指的是總督府嗎？台獨本就不含金馬綠共成功達成中共交辦事項翠蓮好了啦習包子厲害,Non-offensive
